INFO 2024-09-08 20:51:05,590 autoreload Watching for file changes with StatReloader
DEBUG 2024-09-08 20:51:05,811 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/auth/validators.py first seen with mtime 1725658126.7626812
DEBUG 2024-09-08 20:51:05,811 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/admin/apps.py first seen with mtime 1725658126.6187534
DEBUG 2024-09-08 20:51:05,811 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/models/fields/related_descriptors.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:51:05,811 autoreload File /usr/lib/python3.10/asyncio/unix_events.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,811 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/admin/sites.py first seen with mtime 1725658126.6187534
DEBUG 2024-09-08 20:51:05,811 autoreload File /usr/lib/python3.10/platform.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,811 autoreload File /usr/lib/python3.10/concurrent/futures/__init__.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,811 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/models/fields/proxy.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:51:05,811 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/contenttypes/checks.py first seen with mtime 1725658126.8026614
DEBUG 2024-09-08 20:51:05,811 autoreload File /usr/lib/python3.10/bz2.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,811 autoreload File /usr/lib/python3.10/subprocess.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,811 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/sqlparse/utils.py first seen with mtime 1725658126.357884
DEBUG 2024-09-08 20:51:05,811 autoreload File /usr/lib/python3.10/email/policy.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,811 autoreload File /usr/lib/python3.10/asyncio/base_futures.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,812 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/conf/__init__.py first seen with mtime 1725658126.5547853
DEBUG 2024-09-08 20:51:05,812 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/admin/actions.py first seen with mtime 1725658126.6187534
DEBUG 2024-09-08 20:51:05,812 autoreload File /usr/lib/python3.10/lib-dynload/_asyncio.cpython-310-x86_64-linux-gnu.so first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,812 autoreload File /usr/lib/python3.10/hashlib.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,812 autoreload File /home/joe/Python/Django/books/project/apps/core/models.py first seen with mtime 1718484226.2261155
DEBUG 2024-09-08 20:51:05,812 autoreload File /usr/lib/python3.10/html/parser.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,812 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/files/base.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:51:05,812 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/files/storage/__init__.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:51:05,812 autoreload File /usr/lib/python3.10/email/_policybase.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,812 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/backends/signals.py first seen with mtime 1725658127.0925164
DEBUG 2024-09-08 20:51:05,812 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/admin/filters.py first seen with mtime 1725658126.6187534
DEBUG 2024-09-08 20:51:05,812 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/admin/utils.py first seen with mtime 1725658126.6187534
DEBUG 2024-09-08 20:51:05,812 autoreload File /usr/lib/python3.10/quopri.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,812 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/auth/__init__.py first seen with mtime 1725658126.7546854
DEBUG 2024-09-08 20:51:05,812 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/files/storage/mixins.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:51:05,812 autoreload File /home/joe/Python/Django/books/project/apps/books/signals.py first seen with mtime 1725569659.4092486
DEBUG 2024-09-08 20:51:05,812 autoreload File /usr/lib/python3.10/asyncio/events.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,812 autoreload File /usr/lib/python3.10/lib-dynload/_bz2.cpython-310-x86_64-linux-gnu.so first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,812 autoreload File /usr/lib/python3.10/getpass.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,812 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/PIL/_util.py first seen with mtime 1724489187.0347042
DEBUG 2024-09-08 20:51:05,812 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/template/exceptions.py first seen with mtime 1725658127.135495
DEBUG 2024-09-08 20:51:05,812 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/checks/files.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:51:05,812 autoreload File /usr/lib/python3.10/sre_compile.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,812 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/messages/api.py first seen with mtime 1725658126.9555848
DEBUG 2024-09-08 20:51:05,812 autoreload File /usr/lib/python3.10/pkgutil.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,812 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/admin/decorators.py first seen with mtime 1725658126.6187534
DEBUG 2024-09-08 20:51:05,813 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/admin/templatetags/admin_modify.py first seen with mtime 1725658126.7306974
DEBUG 2024-09-08 20:51:05,813 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/admin/models.py first seen with mtime 1725658126.6187534
DEBUG 2024-09-08 20:51:05,813 autoreload File /usr/lib/python3.10/lib-dynload/_uuid.cpython-310-x86_64-linux-gnu.so first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,813 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/migrations/utils.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:51:05,813 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/admin/options.py first seen with mtime 1725658126.6187534
DEBUG 2024-09-08 20:51:05,813 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/sqlparse/engine/filter_stack.py first seen with mtime 1725658126.357884
DEBUG 2024-09-08 20:51:05,813 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/checks/__init__.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:51:05,813 autoreload File /usr/lib/python3.10/html/__init__.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,813 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/sqlparse/filters/output.py first seen with mtime 1725658126.3608823
DEBUG 2024-09-08 20:51:05,813 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/signals.py first seen with mtime 1725658127.077524
DEBUG 2024-09-08 20:51:05,813 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/utils/safestring.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:51:05,813 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/admin/views/__init__.py first seen with mtime 1725658126.7306974
DEBUG 2024-09-08 20:51:05,813 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/models/fields/json.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:51:05,819 autoreload File /usr/lib/python3.10/io.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,819 autoreload File /usr/lib/python3.10/email/_header_value_parser.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,820 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/auth/forms.py first seen with mtime 1725658126.7626812
DEBUG 2024-09-08 20:51:05,828 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/views/i18n.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:51:05,828 autoreload File /usr/lib/python3.10/zoneinfo/__init__.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,828 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/models/functions/mixins.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:51:05,828 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/files/images.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:51:05,828 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/auth/checks.py first seen with mtime 1725658126.7626812
DEBUG 2024-09-08 20:51:05,828 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/models/fields/reverse_related.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:51:05,828 autoreload File /usr/lib/python3.10/selectors.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,828 autoreload File /usr/lib/python3.10/asyncio/format_helpers.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,828 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/template/loaders/filesystem.py first seen with mtime 1725658127.1384933
DEBUG 2024-09-08 20:51:05,828 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/sqlparse/exceptions.py first seen with mtime 1725658126.357884
DEBUG 2024-09-08 20:51:05,828 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/backends/base/client.py first seen with mtime 1725658127.0925164
DEBUG 2024-09-08 20:51:05,828 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/sqlparse/filters/aligned_indent.py first seen with mtime 1725658126.357884
DEBUG 2024-09-08 20:51:05,828 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/utils/duration.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:51:05,828 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/utils/translation/__init__.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:51:05,828 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/migrations/operations/fields.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:51:05,828 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/utils/cache.py first seen with mtime 1725658127.141492
DEBUG 2024-09-08 20:51:05,828 autoreload File /usr/lib/python3.10/dis.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/psycopg2/errors.py first seen with mtime 1724285402.2417533
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/admin/helpers.py first seen with mtime 1725658126.6187534
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/utils/deconstruct.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:51:05,829 autoreload File /usr/lib/python3.10/urllib/__init__.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/files/__init__.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/urls/utils.py first seen with mtime 1725658127.141492
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/apps/config.py first seen with mtime 1725658126.5547853
DEBUG 2024-09-08 20:51:05,829 autoreload File /usr/lib/python3.10/email/mime/multipart.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/views/decorators/debug.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/models/fields/related.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/http/request.py first seen with mtime 1725658127.131497
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/psycopg2/extras.py first seen with mtime 1724285402.2417533
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/views/decorators/__init__.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/views/generic/detail.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:51:05,829 autoreload File /usr/lib/python3.10/asyncio/coroutines.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/sessions/backends/base.py first seen with mtime 1725658127.0205524
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/sqlparse/tokens.py first seen with mtime 1725658126.357884
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/models/query_utils.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/project/apps/books/apps.py first seen with mtime 1725095330.3813906
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/checks/translation.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/project/apps/accounts/urls.py first seen with mtime 1725575317.46281
DEBUG 2024-09-08 20:51:05,829 autoreload File /usr/lib/python3.10/ntpath.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/project/apps/books/views.py first seen with mtime 1725828558.6532624
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/template/defaultfilters.py first seen with mtime 1725658127.1334958
DEBUG 2024-09-08 20:51:05,829 autoreload File /usr/lib/python3.10/locale.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,829 autoreload File /usr/lib/python3.10/queue.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/migrations/exceptions.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/messages/storage/__init__.py first seen with mtime 1725658126.9565842
DEBUG 2024-09-08 20:51:05,829 autoreload File /home/joe/Python/Django/books/project/apps/accounts/admin.py first seen with mtime 1718532706.047243
DEBUG 2024-09-08 20:51:05,830 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/contenttypes/fields.py first seen with mtime 1725658126.8026614
DEBUG 2024-09-08 20:51:05,830 autoreload File /usr/lib/python3.10/sre_constants.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:51:05,830 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/handlers/__init__.py first seen with mtime 1725658127.0825214
